City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Bonthe,SL,7.5264,-12.505,78.58,86,88,4.72,light rain
349,Nanortalik,GL,60.1432,-45.2371,35.28,87,100,1.66,overcast clouds
350,Te Anau,NZ,-45.4167,167.7167,59.2,65,15,2.71,few clouds
351,Esmeraldas,BR,-19.7625,-44.3139,71.91,93,21,4.07,few clouds
352,Ciudad Bolivar,VE,8.1222,-63.5497,76.93,84,99,6.64,overcast clouds
353,Tromso,NO,69.6496,18.957,32.65,93,75,1.99,light snow
354,Chiredzi,ZW,-21.05,31.6667,66.58,82,100,10.65,light rain
355,Sola,VU,-13.8833,167.55,82.18,74,100,14.7,overcast clouds
356,Iqaluit,CA,63.7506,-68.5145,33.53,86,90,18.01,overcast clouds
357,Guerrero Negro,MX,27.9769,-114.0611,70.93,64,100,13.49,overcast clouds
358,Juneau,US,58.3019,-134.4197,39.85,90,90,0.0,overcast clouds
359,Ossora,RU,59.2353,163.0719,33.91,99,100,36.98,moderate rain
360,Yumen,CN,40.2833,97.2,45.68,23,100,4.65,overcast clouds
361,Paamiut,GL,61.994,-49.6678,33.12,42,0,6.24,clear sky
362,Tucuman,AR,-26.8241,-65.2226,69.8,46,0,5.75,clear sky
363,Biak,ID,-0.9131,122.8766,83.57,70,17,1.97,few clouds
364,Saint-Francois,FR,46.4154,3.9054,43.68,93,90,1.14,fog
365,Sept-Iles,CA,50.2001,-66.3821,50.52,97,90,17.0,overcast clouds
366,Luan,CH,46.3592,6.9759,45.86,67,100,4.23,overcast clouds
367,Lisakovsk,KZ,52.5369,62.4936,47.62,45,96,7.81,overcast clouds
368,Cam Ranh,VN,11.9214,109.1591,82.36,78,20,2.3,few clouds
369,Yamada,JP,39.4667,141.95,54.45,48,10,1.83,clear sky
370,Darhan,MN,49.4867,105.9228,31.44,69,5,4.65,clear sky
371,Palembang,ID,-2.9167,104.7458,77.09,88,40,2.3,scattered clouds
372,Longford,IE,53.7333,-7.8,55.98,95,100,9.64,overcast clouds
373,Puerto Penasco,MX,31.3167,-113.5333,77.92,78,100,14.0,overcast clouds
374,Sioux Lookout,CA,50.1001,-91.917,52.18,93,1,2.3,clear sky
375,Molln,DE,53.6333,10.6833,50.22,90,100,10.38,overcast clouds
376,Sarh,TD,9.1429,18.3923,74.14,86,98,2.95,overcast clouds
377,Terney,RU,45.0503,136.6092,40.05,33,9,4.09,clear sky
378,Beringovskiy,RU,63.05,179.3167,26.42,84,100,2.98,overcast clouds
379,Rancho Palos Verdes,US,33.7445,-118.387,70.09,85,20,5.99,few clouds
380,West Wendover,US,40.7391,-114.0733,56.41,30,1,0.0,clear sky
381,Morondava,MG,-20.2833,44.2833,77.0,78,82,6.26,broken clouds
382,Erzin,TR,36.9559,36.2,64.92,86,16,3.56,light rain
383,Batagay,RU,67.6333,134.6333,4.6,88,85,2.91,overcast clouds
384,Sena Madureira,BR,-9.0656,-68.6569,73.9,82,100,2.35,overcast clouds
385,San Isidro,PE,-12.1167,-77.05,64.02,83,90,1.01,overcast clouds
386,Marfino,RU,55.7028,37.3822,42.94,86,75,6.71,broken clouds
387,Colquiri,BO,-17.4167,-67.1333,44.04,64,14,3.6,few clouds
388,Hay River,CA,60.8156,-115.7999,33.78,69,20,9.22,few clouds
389,Isangel,VU,-19.55,169.2667,82.51,74,90,5.75,heavy intensity rain
390,Wufeng,CN,27.45,104.8333,45.0,95,100,2.71,overcast clouds
391,Labuhan,ID,-6.8844,112.2051,85.91,66,99,8.43,overcast clouds
392,Bandarbeyla,SO,9.4942,50.8122,75.54,89,10,12.17,clear sky
393,Roald,NO,62.5833,6.1333,39.34,93,40,10.36,light rain
394,Flin Flon,CA,54.7682,-101.865,48.58,64,100,5.99,overcast clouds
395,Tucurui,BR,-3.7661,-49.6725,76.68,84,99,4.5,overcast clouds
396,Valparaiso,CL,-33.0393,-71.6273,60.44,51,0,4.61,clear sky
397,Puerto Madero,MX,14.7208,-92.4215,73.6,100,75,5.75,broken clouds
398,Guymon,US,36.6828,-101.4816,62.6,27,1,9.22,clear sky
399,Assiniboia,CA,49.6334,-105.9845,60.71,29,0,9.22,clear sky
400,Tanout,NE,14.9709,8.8879,81.25,34,32,7.29,scattered clouds
401,Colinas,BR,-6.0258,-44.2492,80.19,53,10,1.5,clear sky
402,Yantal,RU,56.8471,105.2542,25.7,81,57,3.67,broken clouds
403,Kramat,ID,-8.1311,113.4499,86.34,60,8,0.72,clear sky
404,Senj,HR,44.9894,14.9058,54.73,83,0,5.93,clear sky
405,Naze,JP,28.3667,129.4833,77.92,60,100,13.58,overcast clouds
406,Tezu,IN,27.9167,96.1667,79.66,67,11,1.86,few clouds
407,Yerbogachen,RU,61.2767,108.0108,30.96,83,100,11.14,overcast clouds
408,Staraya Mayna,RU,54.6,48.95,46.51,83,100,7.72,overcast clouds
409,Ambatondrazaka,MG,-17.8333,48.4167,55.15,91,0,3.04,clear sky
410,Saldanha,ZA,-33.0117,17.9442,48.25,74,0,14.76,clear sky
411,Murray Bridge,AU,-35.1167,139.2667,75.49,51,56,12.33,broken clouds
412,Yulara,AU,-25.2406,130.9889,93.04,10,5,13.8,clear sky
413,Juchitlan,MX,20.0833,-104.1167,71.46,66,22,2.1,few clouds
414,Dwarka,IN,22.2394,68.9678,80.62,64,5,14.7,clear sky
415,Kalmunai,LK,7.4167,81.8167,80.78,70,95,4.68,overcast clouds
416,Sohbatpur,PK,28.5202,68.5434,71.46,15,0,0.6,clear sky
417,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,93,100,15.79,overcast clouds
418,Koumac,NC,-20.5667,164.2833,79.52,75,100,5.61,light rain
419,Rio De Jesus,PA,7.9844,-81.1631,74.98,94,100,4.63,overcast clouds
420,Port Hedland,AU,-20.3167,118.5667,82.45,44,32,14.97,scattered clouds
421,Along,IN,28.1667,94.7667,72.86,96,80,1.48,broken clouds
422,Mikhaylovka,RU,50.06,43.2379,49.6,71,95,5.08,light rain
423,Nabire,ID,-3.3667,135.4833,86.4,60,71,3.29,broken clouds
424,Kieta,PG,-6.2167,155.6333,86.47,60,88,5.26,overcast clouds
425,Lucea,JM,18.451,-78.1736,82.26,76,98,6.2,overcast clouds
426,Raudeberg,NO,61.9875,5.1352,38.19,65,10,7.29,clear sky
427,Codrington,AU,-38.2667,141.9667,57.69,68,97,14.45,overcast clouds
428,Mancio Lima,BR,-7.6142,-72.8958,78.51,67,100,0.94,light rain
429,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,80.92,60,99,3.98,overcast clouds
430,Sibolga,ID,1.7427,98.7792,79.66,81,100,1.05,overcast clouds
431,Aya,PH,13.8945,121.1139,77.95,76,88,8.12,overcast clouds
432,Emerald,AU,-23.5333,148.1667,93.34,14,0,14.97,clear sky
433,Bestobe,KZ,52.4994,73.0975,40.48,75,0,8.21,clear sky
434,Dandong,CN,40.1292,124.3947,43.59,67,100,4.94,overcast clouds
435,Thiruvananthapuram,IN,8.4833,76.9167,78.78,94,20,5.75,mist
436,Markova,UA,48.6758,24.4138,37.15,90,71,4.27,broken clouds
437,San Cristobal,VE,7.7669,-72.225,65.91,90,100,2.8,light rain
438,Poronaysk,RU,49.2167,143.1167,37.2,48,7,15.57,clear sky
439,Swellendam,ZA,-34.0226,20.4417,47.77,78,1,1.52,clear sky
440,General Roca,AR,-39.0333,-67.5833,61.2,26,0,3.6,clear sky
441,Padang,ID,-0.9492,100.3543,78.85,79,100,0.58,overcast clouds
442,Adrar,MR,20.5022,-10.0711,84.36,11,100,8.84,overcast clouds
443,Peleduy,RU,59.6289,112.7406,25.77,79,100,11.54,overcast clouds
444,Dryden,CA,49.7833,-92.7503,52.09,62,1,6.91,clear sky
445,Cooma,AU,-36.2333,149.1333,60.57,44,98,12.66,overcast clouds
446,Mugango,TZ,-1.6833,33.7,70.72,74,92,4.12,overcast clouds
447,Marsa Matruh,EG,31.3525,27.2453,69.55,65,0,8.01,clear sky
448,Gaogou,CN,34.0175,119.1886,55.56,64,99,7.87,overcast clouds
449,Grand Gaube,MU,-20.0064,57.6608,72.37,77,21,7.0,few clouds
450,Souillac,MU,-20.5167,57.5167,73.36,78,40,12.66,scattered clouds
451,Litovko,RU,49.2361,135.1742,32.58,27,5,11.43,clear sky
452,Vardo,NO,70.3705,31.1107,36.82,85,100,34.9,overcast clouds
453,Asilah,MA,35.465,-6.0348,67.96,64,94,6.58,overcast clouds
454,Boende,CD,-0.2167,20.8667,70.54,99,100,0.98,overcast clouds
455,Gisborne,NZ,-38.6533,178.0042,73.94,58,100,10.83,overcast clouds
456,Fortuna,US,40.5982,-124.1573,51.37,75,75,0.0,light rain
457,Szczytno,PL,53.5626,20.9875,42.73,93,0,3.44,clear sky
458,Leh,IN,34.1667,77.5833,40.96,81,100,4.74,overcast clouds
459,Pechora,RU,65.1472,57.2244,37.15,89,97,10.6,overcast clouds
460,Dormidontovka,RU,47.7702,134.9076,33.91,33,68,8.39,broken clouds
461,Berlevag,NO,70.8578,29.0864,35.8,81,100,30.56,overcast clouds
462,Matara,LK,5.9485,80.5353,77.97,89,96,13.56,overcast clouds
463,Carauari,BR,-4.8828,-66.8958,73.4,98,90,3.94,overcast clouds
464,Sakaiminato,JP,35.55,133.2333,60.78,67,75,2.3,broken clouds
465,Sosua,DO,19.7667,-70.5167,78.78,94,75,0.0,broken clouds
466,Hualmay,PE,-11.0964,-77.6139,63.23,85,100,8.99,overcast clouds
467,Anadyr,RU,64.75,177.4833,28.9,79,75,17.0,light snow
468,Malpe,IN,13.35,74.7167,78.1,90,95,1.83,light rain
469,Krasnoselkup,RU,65.7,82.4667,37.13,94,100,15.9,overcast clouds
470,Endicott,US,42.0984,-76.0494,50.38,81,40,1.99,scattered clouds
471,Itarema,BR,-2.9248,-39.9167,79.97,83,29,15.46,scattered clouds
472,Tobermory,CA,45.2501,-81.6665,51.31,66,7,29.57,clear sky
473,Bereznik,RU,62.8551,42.7072,37.27,89,100,10.54,overcast clouds
474,Ancud,CL,-41.8697,-73.8203,50.43,80,69,3.49,broken clouds
475,Atambua,ID,-9.1061,124.8925,84.99,60,94,2.57,overcast clouds
476,Coihaique,CL,-45.5752,-72.0662,49.95,62,90,4.61,overcast clouds
477,Bouna,CI,9.2667,-3.0,76.55,68,7,5.14,clear sky
478,Avera,US,33.194,-82.5271,54.72,51,0,4.32,clear sky
479,Morogoro,TZ,-6.8167,37.6667,67.28,93,49,2.82,scattered clouds
480,Marrakesh,MA,31.6315,-8.0083,68.07,42,0,1.14,clear sky
481,The Valley,AI,18.217,-63.0578,84.06,70,20,1.72,few clouds
482,Rehoboth,NA,-23.3167,17.0833,49.24,20,5,6.35,clear sky
483,Saint Anthony,US,45.0205,-93.218,60.42,61,1,1.01,clear sky
484,Muskegon,US,43.3,-86.1334,60.78,66,1,5.75,clear sky
485,Pevek,RU,69.7008,170.3133,7.99,95,100,3.96,overcast clouds
486,Santiago,CL,-33.4569,-70.6483,64.85,40,0,6.91,clear sky
487,Iramuco,MX,19.95,-100.9167,68.11,60,40,6.91,scattered clouds
488,Puerto Carreno,CO,6.189,-67.4859,79.36,81,96,3.09,overcast clouds
489,Kenai,US,60.5544,-151.2583,41.14,69,1,20.71,clear sky
490,Loyga,RU,61.0784,44.6075,36.73,82,100,10.78,overcast clouds
491,Hami,CN,42.8,93.45,50.31,26,0,7.76,clear sky
492,Tautira,PF,-17.7333,-149.15,86.02,77,91,22.75,overcast clouds
493,Camacupa,AO,-12.0167,17.4833,63.03,79,5,2.84,clear sky
494,Lavrentiya,RU,65.5833,-171.0,25.16,68,100,9.71,overcast clouds
495,Lagoa,PT,39.05,-27.9833,68.99,85,2,18.61,clear sky
496,Belyy Yar,RU,53.6039,91.3903,19.29,100,90,2.24,fog
497,Atasu,KZ,48.6814,71.6433,39.16,46,0,7.67,clear sky
498,Nantucket,US,41.2835,-70.0995,60.1,70,1,10.36,clear sky
499,Cap Malheureux,MU,-19.9842,57.6142,72.46,77,15,7.0,few clouds
500,Creel,MX,27.75,-107.6333,56.88,61,100,7.23,overcast clouds
501,Bathsheba,BB,13.2167,-59.5167,81.21,83,20,6.91,few clouds
502,Nyurba,RU,63.2842,118.3319,24.01,92,100,11.32,light snow
503,Kobe,JP,34.6913,135.183,64.36,67,20,9.22,few clouds
504,La Asuncion,VE,11.0333,-63.8628,81.03,84,57,11.36,broken clouds
505,Suzdal,RU,56.4281,40.4414,41.11,90,100,7.25,overcast clouds
506,Jiaocheng,CN,24.6774,116.1389,67.08,68,10,2.98,clear sky
507,Tanete,ID,-3.9443,119.7848,85.44,68,20,5.48,few clouds
508,Karratha,AU,-20.7377,116.8463,75.92,42,4,8.61,clear sky
509,Guanare,VE,9.0418,-69.7421,72.46,98,20,3.98,few clouds
510,Puerto Quijarro,BO,-17.7833,-57.7667,78.35,63,100,0.96,overcast clouds
511,Vitry-Le-Francois,FR,48.7333,4.5833,41.86,78,0,4.14,clear sky
512,Andenes,NO,69.3143,16.1194,37.38,81,90,19.57,overcast clouds
513,Evensk,RU,61.95,159.2333,19.54,63,100,28.54,overcast clouds
514,Nouadhibou,MR,20.931,-17.0347,75.49,54,0,15.37,clear sky
515,Koundara,GN,12.4833,-13.3,76.62,85,100,5.21,overcast clouds
516,Progreso,MX,21.2833,-89.6667,83.1,77,100,13.4,overcast clouds
517,Naifaru,MV,5.4444,73.3657,81.05,78,100,19.93,moderate rain
518,Auki,SB,-8.7676,160.7034,86.49,62,21,5.12,few clouds
519,Mackay,AU,-21.15,149.2,93.69,69,0,14.88,clear sky
520,Ushtobe,KZ,45.2514,77.9838,43.92,48,0,8.88,clear sky
521,Beidao,CN,34.5686,105.8933,49.62,80,3,1.03,clear sky
522,Agogo,GH,6.8,-1.0819,69.94,98,100,4.61,overcast clouds
523,Sinop,TR,41.7711,34.8709,53.85,92,100,3.06,overcast clouds
524,Long Beach,US,33.767,-118.1892,72.99,82,1,5.99,clear sky
525,Kruisfontein,ZA,-34.0033,24.7314,48.88,77,81,6.62,light rain
526,Karaton,ID,-6.3424,106.1045,83.95,74,100,6.24,overcast clouds
527,Cape Coast,GH,5.1053,-1.2466,77.52,89,93,8.14,moderate rain
528,Gat,IL,31.61,34.7642,69.4,75,30,2.28,scattered clouds
529,Morros,BR,-9.4467,-46.3003,82.96,39,21,3.53,few clouds
530,Ampanihy,MG,-24.7,44.75,67.96,93,0,2.84,clear sky
531,Kuah,MY,6.3265,99.8432,82.38,89,20,2.3,few clouds
532,College,US,64.8569,-147.8028,34.59,66,75,3.44,broken clouds
533,Rolla,US,37.9514,-91.7713,56.23,58,1,6.91,clear sky
534,Romodanovo,RU,54.4275,45.3296,46.9,76,100,4.7,overcast clouds
535,Ilanskiy,RU,56.2358,96.065,30.15,88,7,2.91,clear sky
536,Tuatapere,NZ,-46.1333,167.6833,53.47,70,63,7.72,broken clouds
537,Burnie,AU,-41.0667,145.9167,56.91,65,100,10.4,light rain
538,Kitimat,CA,54.0524,-128.6534,44.98,59,31,3.71,scattered clouds
539,Yilan,TW,24.757,121.753,73.36,99,100,1.5,overcast clouds
540,Tequila,MX,20.8833,-103.8333,75.97,60,0,1.07,clear sky
541,Semiletka,RU,55.3603,54.6153,46.62,94,100,7.05,light rain
542,Harbour Breton,CA,47.4833,-55.7983,48.99,79,60,10.74,broken clouds
543,Pacasmayo,PE,-7.4006,-79.5714,63.81,87,96,14.32,overcast clouds
544,Talagang,PK,32.9297,72.4158,72.77,63,24,3.29,few clouds
545,Caceres,ES,39.522,-6.3748,62.8,95,80,0.83,broken clouds
546,Akyab,MM,20.15,92.9,78.04,91,100,14.76,overcast clouds
547,Hit,IQ,33.6416,42.8251,71.42,40,3,7.72,clear sky
548,Rocha,UY,-34.4833,-54.3333,48.81,74,100,5.95,overcast clouds
549,Northam,GB,51.0333,-4.2167,57.09,92,100,10.04,overcast clouds
550,Pantai Remis,MY,4.4557,100.6288,79.16,77,99,7.9,overcast clouds
551,Druzhba,UA,52.0428,33.9453,43.77,66,100,8.75,overcast clouds
552,Husavik,IS,66.0449,-17.3389,33.71,94,100,22.82,snow
553,Tecpan,GT,14.7623,-90.9947,58.32,94,58,2.75,broken clouds
554,Umaria,IN,23.5333,80.8333,72.07,93,96,2.62,overcast clouds
555,Sisimiut,GL,66.9395,-53.6735,27.01,43,0,19.53,clear sky
556,Katsuura,JP,35.1333,140.3,63.19,66,99,21.52,overcast clouds
557,Hovd,MN,48.0056,91.6419,33.1,48,5,0.87,clear sky
558,Port Moresby,PG,-9.4431,147.1797,89.02,66,40,11.5,haze
559,Amot,NO,59.5714,7.9877,26.76,71,9,3.0,clear sky
560,Sawakin,SD,19.1059,37.3321,82.49,69,2,7.85,clear sky
561,Timiryazevskiy,RU,56.49,84.8769,31.86,87,10,4.85,clear sky
562,Port Augusta,AU,-32.5,137.7667,83.71,32,12,4.25,few clouds
563,Dondo,MZ,-19.6094,34.7431,78.31,88,62,4.12,broken clouds
564,Ustye,RU,59.6304,39.736,34.38,90,6,9.4,clear sky
565,Uruacu,BR,-14.5247,-49.1408,78.84,54,13,2.46,few clouds
566,Herzberg,DE,51.6869,13.2202,49.15,79,100,5.12,overcast clouds
567,Micheweni,TZ,-4.9667,39.8333,75.88,79,9,6.73,clear sky
568,Ca Mau,VN,9.1769,105.15,80.74,84,100,2.35,overcast clouds
569,Ostersund,SE,63.1792,14.6357,36.05,87,75,18.41,broken clouds
570,Banda Aceh,ID,5.5577,95.3222,81.25,70,100,5.3,overcast clouds
571,Kahului,US,20.8947,-156.47,84.22,69,40,25.32,scattered clouds
572,Oksfjord,NO,70.2396,22.3479,36.52,93,100,15.66,moderate rain
573,Balikpapan,ID,-1.2675,116.8289,81.59,89,20,3.44,light rain
574,Tateyama,JP,34.9833,139.8667,63.14,61,45,19.22,scattered clouds
575,Alekseyevsk,RU,57.8406,108.3492,25.25,88,96,5.77,overcast clouds
576,Aldan,RU,58.6031,125.3894,16.11,83,100,8.63,light snow
577,Lasem,ID,-6.6922,111.4527,86.4,64,34,9.48,light rain
578,Luanda,AO,-8.8368,13.2343,74.71,78,100,8.01,overcast clouds
579,Pran Buri,TH,12.3847,99.9098,75.22,92,100,6.31,overcast clouds
580,Visnes,NO,59.3556,5.2242,38.57,87,99,6.91,overcast clouds
581,Asnaes,DK,55.8123,11.5013,47.01,76,100,0.94,overcast clouds
582,Alikalia,SL,9.1667,-11.4,68.5,97,69,1.01,light rain
583,Muhos,FI,64.808,25.9931,38.98,91,100,9.75,overcast clouds
584,Adamovka,RU,51.5223,59.9396,47.3,46,100,8.28,overcast clouds
585,San Luis,AR,-33.295,-66.3356,57.79,48,51,9.95,broken clouds
586,Lang Suan,TH,9.9456,99.0785,78.89,90,100,2.53,overcast clouds
587,Troitskoye,RU,52.9821,84.6757,35.01,83,7,4.61,clear sky
588,Shipitsyno,RU,61.2806,46.5208,39.36,69,100,11.56,overcast clouds
589,Payo,ID,-3.7508,103.6372,76.64,95,99,1.34,overcast clouds
590,Mayumba,GA,-3.432,10.6554,75.96,87,100,6.67,light rain
591,Rosetta,EG,31.4044,30.4164,71.42,60,3,7.2,clear sky
592,Marystown,CA,47.1666,-55.1483,48.85,100,66,1.99,broken clouds
593,Mikkeli,FI,61.6886,27.2723,36.14,100,90,10.36,overcast clouds
594,Lakatoro,VU,-16.0999,167.4164,81.59,76,100,7.65,moderate rain
595,Maarianhamina,AX,60.0973,19.9348,42.66,65,75,13.8,broken clouds
596,Lugazi,UG,0.3772,32.9197,67.68,97,100,0.89,light rain
597,Barabai,ID,-2.5833,115.3833,81.12,81,100,1.32,light rain
598,Tartagal,AR,-22.5164,-63.8013,67.57,58,50,2.39,scattered clouds
599,Kidal,ML,18.4411,1.4078,80.6,41,46,10.07,scattered clouds
600,Chapais,CA,49.7834,-74.8492,38.98,89,100,5.35,overcast clouds
601,Walvis Bay,NA,-22.9575,14.5053,54.55,82,0,14.97,clear sky
602,Nishihara,JP,26.1842,127.7558,79.88,54,40,17.27,scattered clouds
603,Campo De Criptana,ES,39.4046,-3.1249,60.17,71,79,4.12,broken clouds
604,Urucara,BR,-2.5364,-57.76,71.53,95,100,2.77,light rain
605,Aksu,CN,41.1231,80.2644,48.61,26,100,2.91,overcast clouds
606,Etchoropo,MX,26.7667,-109.6667,86.41,50,100,6.44,overcast clouds
607,Taua,BR,-5.9667,-40.3,86.63,32,97,9.66,overcast clouds
608,Sitka,US,57.0531,-135.33,46.29,66,75,3.44,broken clouds
609,Angoram,PG,-4.0625,144.0661,83.12,75,99,3.24,overcast clouds
610,Talnakh,RU,69.4865,88.3972,33.87,99,100,9.71,light rain
611,Ambulu,ID,-8.345,113.6058,85.33,62,6,1.12,clear sky
612,Sur,OM,22.5667,59.5289,77.63,40,0,1.34,clear sky
613,Sergeyevka,KZ,53.88,67.4158,41.47,88,30,7.02,scattered clouds
614,Tilichiki,RU,60.4667,166.1,21.09,87,100,17.67,light snow
615,Maroantsetra,MG,-15.4333,49.7333,70.41,90,100,1.32,light rain
616,Sumter,US,28.7086,-82.0831,71.94,71,0,10.78,clear sky
617,Nizhniy Kuranakh,RU,58.8353,125.4869,20.05,76,100,8.08,overcast clouds
618,Hailey,US,43.5196,-114.3153,51.66,46,1,0.0,clear sky
619,Wanaka,NZ,-44.7,169.15,52.81,83,100,3.62,overcast clouds
620,Lulea,SE,65.5842,22.1547,35.67,80,77,17.27,broken clouds
621,Yatou,CN,37.15,122.3833,54.86,47,14,6.58,few clouds
622,Muyezerskiy,RU,63.9333,31.65,32.99,87,100,8.75,overcast clouds
623,Waupun,US,43.6333,-88.7296,55.02,46,0,6.06,clear sky
624,Ouango,CF,4.3133,22.5552,70.45,99,100,1.1,overcast clouds
625,Moree,AU,-29.4667,149.85,75.22,43,51,8.05,broken clouds
626,Riyadh,SA,24.6877,46.7219,73.54,30,0,4.85,clear sky
627,Tansen,NP,27.8673,83.5467,62.83,97,100,4.45,light rain
628,Inhambane,MZ,-23.865,35.3833,74.16,88,19,3.65,few clouds
629,Burgeo,CA,47.6167,-57.6152,49.86,85,100,18.57,overcast clouds
630,Ucluelet,CA,48.9329,-125.5528,53.1,83,95,7.09,overcast clouds
631,Cuite,BR,-6.4836,-36.1536,69.64,80,11,14.61,few clouds
632,Aitape,PG,-3.1374,142.3475,86.77,64,83,6.62,broken clouds
633,Nsoko,SZ,-27.0333,31.95,58.39,86,100,12.66,light rain
634,Kulunda,RU,52.566,78.9385,36.39,75,68,7.18,broken clouds
635,Port Keats,AU,-14.25,129.55,90.39,53,96,7.7,overcast clouds
636,Ambilobe,MG,-13.2,49.05,71.1,72,1,5.37,clear sky
637,Carahue,CL,-38.7,-73.1667,50.2,98,11,3.06,few clouds
638,Les Cayes,HT,18.2,-73.75,79.83,79,14,3.58,few clouds
639,Xingtai,CN,37.0631,114.4942,53.11,62,24,3.87,few clouds
640,Dakar,SN,14.6937,-17.4441,79.68,78,100,9.8,overcast clouds
641,Tual,ID,-5.6667,132.75,83.75,71,84,5.68,broken clouds
642,Tabuk,PH,17.4189,121.4443,79.25,78,38,1.59,scattered clouds
643,Dongsheng,CN,39.8161,109.9776,44.47,48,7,11.03,clear sky
644,Taybad,IR,34.74,60.7756,48.96,18,0,2.57,clear sky
645,Diego De Almagro,CL,-26.3667,-70.05,58.6,41,0,1.5,clear sky
646,Cap-Chat,CA,49.1001,-66.6821,51.8,93,100,9.22,overcast clouds
647,Saint-Georges,GD,12.0564,-61.7485,82.08,83,20,6.91,few clouds
648,Oudtshoorn,ZA,-33.5907,22.2014,44.96,82,6,0.04,clear sky
649,Banes,CU,20.9625,-75.7186,77.61,86,19,5.26,few clouds
650,Finote Selam,ET,10.7,37.2667,52.39,85,0,4.03,clear sky
651,Dingle,PH,10.9995,122.6711,83.89,80,26,9.19,scattered clouds
652,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.45,92,100,8.41,overcast clouds
653,Hobyo,SO,5.3505,48.5268,78.31,84,100,13.98,overcast clouds
654,Shingu,JP,33.7333,135.9833,63.59,65,100,3.49,overcast clouds
655,Iranduba,BR,-3.2847,-60.1861,77.29,89,100,1.5,light rain
656,Adre,TD,13.4667,22.2,76.17,29,27,7.18,scattered clouds
657,Kamenka,RU,51.3223,42.7678,48.76,70,100,4.97,overcast clouds
658,Seymchan,RU,62.8833,152.4333,11.71,58,79,18.79,broken clouds
659,Fort Nelson,CA,58.8053,-122.7002,35.19,80,40,3.44,scattered clouds
660,Tvoroyri,FO,61.5556,-6.8111,49.39,84,100,26.4,overcast clouds
661,Ust-Ilimsk,RU,58.0006,102.6619,27.73,85,32,3.65,scattered clouds
662,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.11,82,98,8.7,overcast clouds
663,Pisco,PE,-13.7,-76.2167,62.02,82,98,16.11,overcast clouds
